,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
COCHABAMBA,mortalidad,muerte materna,2013-01-01,0,2,0,0,0,2,2
INCAHUASI,mortalidad,muerte materna,2013-01-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2013-01-01,0,6,0,1,0,7,7
ORURO,mortalidad,muerte materna,2013-01-01,0,1,0,0,0,1,1
PAILON,mortalidad,muerte materna,2013-01-01,0,0,0,1,0,1,1
POTOSI,mortalidad,muerte materna,2013-01-01,0,2,0,0,0,2,2
PUERTO RICO,mortalidad,muerte materna,2013-01-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad,muerte materna,2013-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-01-01,0,2,0,1,0,3,3
ASCENCION DE GUARAYOS,mortalidad,muerte materna,2013-02-01,0,1,0,0,0,1,1
CURVA,mortalidad,muerte materna,2013-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2013-02-01,0,2,0,0,0,2,2
LA PAZ,mortalidad,muerte materna,2013-02-01,0,2,0,0,0,2,2
SACABA,mortalidad,muerte materna,2013-02-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,mortalidad,muerte materna,2013-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-02-01,0,3,0,0,0,3,3
ARAMPAMPA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2013-03-01,0,0,0,2,0,2,2
LA PAZ,mortalidad,muerte materna,2013-03-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte materna,2013-03-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
SAN LUCAS,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-03-01,0,4,0,0,0,4,4
SANTA ROSA DEL SARA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
SENA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad,muerte materna,2013-03-01,0,1,0,0,0,1,1
VILLA RIVERO,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
YOTALA,mortalidad,muerte materna,2013-03-01,0,0,0,1,0,1,1
APOLO,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-04-01,0,2,0,0,0,2,2
ENTRE RIOS TRJ,mortalidad,muerte materna,2013-04-01,0,1,0,0,0,1,1
HUACHACALLA,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2013-04-01,0,4,0,1,0,5,5
ORURO,mortalidad,muerte materna,2013-04-01,0,1,0,0,0,1,1
PUERTO CARABUCO,mortalidad,muerte materna,2013-04-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte materna,2013-04-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-04-01,0,6,0,0,0,6,6
SUCRE,mortalidad,muerte materna,2013-04-01,0,2,0,0,0,2,2
YACUIBA,mortalidad,muerte materna,2013-04-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2013-05-01,0,2,0,1,0,3,3
POJO (CBBA),mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
RAVELO,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
SAN JULIAN,mortalidad,muerte materna,2013-05-01,0,1,0,0,0,1,1
TAPACARI,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
VILLAZON,mortalidad,muerte materna,2013-05-01,0,0,0,1,0,1,1
CAMARGO,mortalidad,muerte materna,2013-06-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-06-01,0,1,0,0,0,1,1
"COLCHA ""K""",mortalidad,muerte materna,2013-06-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2013-06-01,0,1,0,0,0,1,1
ORURO,mortalidad,muerte materna,2013-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-06-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2013-06-01,0,1,0,0,0,1,1
AIQUILE,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
CARACOLLO,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-07-01,0,4,0,0,0,4,4
CONCEPCION,mortalidad,muerte materna,2013-07-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte materna,2013-07-01,0,1,0,1,0,2,2
ICLA,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2013-07-01,0,3,0,0,0,3,3
LURIBAY,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
MONTERO,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
OCURI,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte materna,2013-07-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2013-07-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-07-01,0,5,0,0,0,5,5
SANTA ROSA,mortalidad,muerte materna,2013-07-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
TACOPAYA,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
TIAWANACU,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
TORO TORO,mortalidad,muerte materna,2013-07-01,0,0,0,1,0,1,1
YAPACANI,mortalidad,muerte materna,2013-07-01,0,1,0,0,0,1,1
CARIPUYO,mortalidad,muerte materna,2013-08-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-08-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte materna,2013-08-01,0,1,0,0,0,1,1
HUACARETA,mortalidad,muerte materna,2013-08-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2013-08-01,0,2,0,0,0,2,2
ORURO,mortalidad,muerte materna,2013-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-08-01,0,2,0,0,0,2,2
VILLA TUNARI,mortalidad,muerte materna,2013-08-01,0,0,0,1,0,1,1
BOLIVAR,mortalidad,muerte materna,2013-09-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-09-01,0,3,0,0,0,3,3
EL ALTO,mortalidad,muerte materna,2013-09-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2013-09-01,0,3,0,0,0,3,3
ORURO,mortalidad,muerte materna,2013-09-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2013-09-01,0,2,0,0,0,2,2
CKOCHAS,mortalidad,muerte materna,2013-10-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-10-01,0,2,0,0,0,2,2
EL ALTO,mortalidad,muerte materna,2013-10-01,0,2,0,0,0,2,2
LA PAZ,mortalidad,muerte materna,2013-10-01,0,1,0,0,0,1,1
LAJA,mortalidad,muerte materna,2013-10-01,0,0,0,1,0,1,1
POTOSI,mortalidad,muerte materna,2013-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-10-01,0,3,0,0,0,3,3
SUCRE,mortalidad,muerte materna,2013-10-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-11-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte materna,2013-11-01,0,1,0,0,0,1,1
HUARINA,mortalidad,muerte materna,2013-11-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2013-11-01,0,2,0,0,0,2,2
MIZQUE,mortalidad,muerte materna,2013-11-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-11-01,0,3,0,0,0,3,3
TIAWANACU,mortalidad,muerte materna,2013-11-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad,muerte materna,2013-11-01,0,0,0,1,0,1,1
TIRAQUE (CBBA),mortalidad,muerte materna,2013-11-01,0,0,0,1,0,1,1
ANZALDO,mortalidad,muerte materna,2013-12-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2013-12-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2013-12-01,0,1,0,0,0,1,1
ORURO,mortalidad,muerte materna,2013-12-01,0,1,0,1,0,2,2
POROMA,mortalidad,muerte materna,2013-12-01,0,0,0,1,0,1,1
PUERTO SUAREZ,mortalidad,muerte materna,2013-12-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2013-12-01,0,0,0,1,0,1,1
SAN LUCAS,mortalidad,muerte materna,2013-12-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2013-12-01,0,2,0,0,0,2,2
SUCRE,mortalidad,muerte materna,2013-12-01,0,1,0,0,0,1,1
TAPACARI,mortalidad,muerte materna,2013-12-01,0,0,0,1,0,1,1
